i_idx	j_idx	xij
215	38	0.8333333333333333
215	8	1.7
215	698	2.0
215	699	1.0
215	976	0.6666666666666666
215	1503	6.066666666666666
215	10	0.8666666666666667
215	411	0.2
215	16	0.25
215	701	0.3333333333333333
215	217	1.0
215	518	3.0
215	702	1.5
215	412	0.6666666666666666
215	48	0.25
215	519	0.2
215	78	1.0
215	12	2.0
215	978	0.3333333333333333
215	167	0.25
215	120	0.2
215	51	0.2
215	0	0.45
215	152	0.3333333333333333
215	7	0.5
215	1	2.0
215	973	1.0
215	974	0.5
215	408	0.3333333333333333
215	273	0.25
215	6	0.2
215	141	0.2
215	595	1.0
215	39	0.2
215	249	0.25
215	297	0.3333333333333333
215	26	0.5
215	222	0.5
215	21	0.3333333333333333
215	1211	0.25
215	2	0.2
215	1068	0.2
215	371	0.3333333333333333
215	735	0.5
215	4	1.0
215	1072	0.5
215	194	0.25
215	128	0.2
215	196	0.25
215	119	0.3333333333333333
215	162	1.0
215	5	0.5
215	15	0.25
215	857	0.25
215	363	0.25
215	116	0.2
698	14	0.2
698	975	0.45
698	38	0.5833333333333333
698	8	0.8333333333333333
698	215	2.0
698	699	3.0
698	976	1.0
698	1503	1.7
698	10	0.25
698	274	0.2
698	595	0.5
698	39	0.25
698	0	0.2
698	1484	0.25
698	293	0.3333333333333333
698	1338	0.5
698	45	1.0
698	470	0.25
698	153	0.2
699	975	0.2
699	38	0.45
699	8	0.7833333333333333
699	215	1.0
699	698	3.0
699	976	2.0
699	1503	2.5
699	10	0.3333333333333333
699	274	0.25
699	595	0.3333333333333333
699	39	0.3333333333333333
699	0	0.45
699	1	0.2
699	1484	0.2
699	293	0.25
699	1338	0.3333333333333333
699	45	0.5
699	470	0.3333333333333333
699	153	0.25
976	38	0.2
976	8	0.7
976	215	0.6666666666666666
976	698	1.0
976	699	2.0
976	1503	2.0
976	10	0.5
976	274	0.3333333333333333
976	67	0.2
976	595	0.25
976	39	0.5
976	0	0.3333333333333333
976	1	0.25
976	178	0.2
274	698	0.2
274	699	0.25
274	976	0.3333333333333333
274	1503	5.783333333333333
274	10	5.0
274	8	6.0
274	67	2.5
274	74	1.6666666666666665
274	275	0.25
274	1	0.5333333333333333
274	5	0.45
274	517	0.3333333333333333
274	26	0.45
274	13	0.2
274	996	0.2
274	714	0.25
274	121	0.45
274	17	0.25
274	422	0.25
274	93	0.2
274	48	0.2
274	244	0.25
274	605	0.5
274	7	0.25
274	32	0.2
274	19	0.2
274	43	1.0
274	31	0.5
274	2	0.2
274	311	0.2
274	89	0.25
274	216	0.3333333333333333
274	289	0.5
274	111	1.0
274	1288	0.5
274	236	0.3333333333333333
67	976	0.2
67	1503	17.799999999999997
67	10	1.9166666666666665
67	274	2.5
67	8	15.0
67	74	8.0
67	275	0.5
67	1	2.8666666666666663
67	65	0.25
67	89	0.2
67	517	0.2
67	26	0.8333333333333333
67	13	0.3333333333333333
67	212	0.25
67	156	0.2
67	121	0.3333333333333333
67	77	2.2
67	1074	0.2
67	3	0.7
67	58	0.3333333333333333
67	2	1.5
67	17	1.2
67	324	0.5
67	6	1.0333333333333332
67	172	0.2
67	422	0.5
67	93	0.3333333333333333
67	72	0.25
67	56	0.2
67	782	0.2
67	1167	0.5
67	68	1.3333333333333333
67	18	0.25
67	0	4.05
67	5	0.5
67	94	0.3333333333333333
67	186	0.3333333333333333
67	1174	0.2
67	104	0.2
67	218	0.25
67	617	1.5
67	1265	0.5
67	83	0.3333333333333333
67	1108	0.2
67	585	0.2
67	346	0.5
67	210	1.0
67	16	1.0
67	35	0.25
67	243	0.2
67	129	0.2
67	21	0.25
67	601	0.3333333333333333
67	30	0.5
67	7	1.4166666666666665
67	663	0.25
67	704	0.3333333333333333
67	91	1.5
67	667	1.0
67	41	0.3333333333333333
67	11	0.25
67	75	0.25
67	584	0.3333333333333333
67	276	1.0
67	33	2.0
67	95	1.5
67	338	0.25
67	101	0.3333333333333333
67	605	0.25
67	32	0.3333333333333333
67	124	0.25
67	152	0.25
67	110	0.5
67	28	0.3333333333333333
67	147	0.25
67	20	0.2
67	656	1.0
67	1348	0.5
67	38	0.3333333333333333
67	298	0.2
67	63	0.25
67	9	0.6666666666666666
67	139	1.0
67	4	0.7
67	1293	0.3333333333333333
67	111	0.5
67	40	0.2
67	680	0.25
67	379	0.3333333333333333
67	155	0.5
67	306	1.0
67	1223	0.2
67	449	0.3333333333333333
67	512	0.25
67	39	0.3333333333333333
67	311	0.5
67	161	0.3333333333333333
67	749	0.2
67	841	0.3333333333333333
67	451	0.5
67	66	0.5
67	237	0.25
67	630	0.2
74	1503	15.116666666666665
74	10	1.25
74	274	1.6666666666666665
74	8	4.2
74	67	8.0
74	275	1.0
74	1	1.4999999999999998
74	65	0.3333333333333333
74	89	0.25
74	216	0.2
74	26	1.5
74	13	0.5
74	212	0.3333333333333333
74	156	0.25
74	326	0.2
74	121	0.5
74	77	0.25
74	1003	0.2
74	962	0.2
74	726	0.25
74	114	0.5333333333333333
74	1020	0.5
74	652	1.0
74	0	6.249999999999999
74	187	0.75
74	279	0.3333333333333333
74	280	0.25
74	260	0.2
74	1041	0.25
74	1042	0.5
74	166	2.5
74	1043	0.5
74	25	0.3333333333333333
74	2	4.2
74	17	0.2
74	755	0.25
74	86	2.0
74	6	1.0333333333333332
74	422	1.0
74	93	0.5
74	72	0.3333333333333333
74	56	0.25
74	83	0.7
74	289	0.2
74	1011	0.25
74	270	0.5
74	581	0.3333333333333333
74	173	0.5
74	584	0.2
74	393	1.0
74	1136	0.3333333333333333
74	5	0.7833333333333333
74	681	0.25
74	786	0.3333333333333333
74	787	2.0
74	58	2.0
74	524	0.2
74	3	0.2
74	14	0.25
74	162	1.0
74	803	0.25
74	446	0.2
74	218	0.2
74	617	1.0
74	1265	1.0
74	1108	0.25
74	7	1.7
74	21	0.2
74	601	0.25
74	30	1.0
74	586	0.2
74	614	0.2
74	28	0.45
74	172	0.5
74	16	2.0
74	195	0.5
74	133	0.25
74	66	0.2
74	634	0.3333333333333333
74	40	1.0
74	54	0.5
74	1377	0.25
74	20	0.2
74	605	0.2
74	32	0.5
74	124	0.3333333333333333
74	1404	0.2
74	63	0.25
74	9	0.5833333333333333
74	1451	0.5
74	800	1.0
74	631	0.25
74	449	0.5
74	512	0.3333333333333333
74	480	0.2
74	1477	1.0
74	589	0.25
74	359	0.2
275	10	0.2
275	274	0.25
275	8	1.3333333333333333
275	67	0.5
275	74	1.0
275	1	2.0
275	65	0.5
275	89	0.3333333333333333
275	216	0.25
275	23	0.2
275	1503	4.483333333333334
275	222	0.25
275	21	0.3333333333333333
275	421	0.5
275	2	4.583333333333334
275	11	1.3333333333333333
275	422	0.5
275	7	0.3333333333333333
275	45	0.5833333333333333
275	710	0.2
275	72	0.2
275	56	0.25
275	716	0.3333333333333333
275	425	0.5
275	93	0.3333333333333333
275	22	0.25
275	24	0.2
275	288	0.2
275	6	0.25
275	341	0.3333333333333333
275	245	2.0
275	765	0.5
275	242	0.3333333333333333
275	5	0.75
275	408	0.2
275	297	2.2
275	443	0.5
275	1207	0.25
275	1208	0.2
275	39	0.3333333333333333
275	456	0.5
275	53	0.2
275	1346	0.2
275	415	0.3333333333333333
275	52	0.5
275	140	0.25
275	1501	0.2
65	8	0.2
65	67	0.25
65	74	0.3333333333333333
65	275	0.5
65	1	5.45
65	89	1.0
65	216	0.5
65	23	0.3333333333333333
65	409	0.25
65	242	0.2
65	326	0.2
65	522	0.25
65	705	0.3333333333333333
65	7	4.916666666666667
65	108	1.0
65	983	2.0
65	948	0.5
65	3	1.2333333333333334
65	338	0.5833333333333333
65	16	0.4
65	691	0.2
65	339	0.25
65	119	0.5833333333333333
65	246	1.0
65	707	1.5
65	168	0.8333333333333333
65	984	0.25
65	1503	6.633333333333334
65	0	0.7
65	21	0.3333333333333333
65	13	9.0
65	60	10.0
65	57	5.0
65	11	1.25
65	84	2.5
65	85	1.9333333333333331
65	2	2.866666666666667
65	52	6.2
65	70	0.25
65	30	0.6666666666666666
65	14	0.7
65	209	0.3333333333333333
65	10	0.2
65	122	0.2
65	132	0.25
65	465	0.3333333333333333
65	224	2.0
65	5	2.7833333333333337
65	666	0.2
65	15	1.4
65	22	1.7833333333333332
65	219	0.25
65	45	2.0
65	140	0.5
65	732	0.25
65	731	0.2
65	43	1.25
65	562	0.3333333333333333
65	1234	0.5
65	833	0.25
65	1315	1.0
65	532	0.3333333333333333
65	170	0.2
65	517	0.3333333333333333
65	192	0.5
65	183	0.2
65	1015	0.2
65	4	0.25
65	1016	0.3333333333333333
65	545	0.4
65	754	0.2
65	264	0.25
65	68	0.3333333333333333
65	106	0.5
65	49	0.6000000000000001
65	331	0.25
65	367	3.0
65	41	1.5
65	1178	0.3333333333333333
65	9	0.25
65	77	1.0
65	335	1.0
65	411	0.75
65	315	0.2
65	164	0.5
65	12	0.2
65	6	0.2
65	142	0.25
65	263	0.3333333333333333
65	1192	0.2
65	1501	1.0
65	557	0.3333333333333333
216	74	0.2
216	275	0.25
216	1	0.7833333333333333
216	65	0.5
216	89	9.0
216	23	4.0
216	409	0.5
216	242	0.3333333333333333
216	6	0.5
216	410	0.2
216	1131	0.2
216	13	0.45
216	1503	5.533333333333333
216	3	1.25
216	16	0.5
216	980	0.3333333333333333
216	1045	0.25
216	359	0.2
216	15	0.2
216	292	0.25
216	1236	0.3333333333333333
216	4	1.0
216	24	1.0
216	804	0.5
216	516	0.3333333333333333
216	102	0.2
216	247	0.2
216	2	1.5833333333333333
216	0	1.5833333333333333
216	519	0.3333333333333333
216	781	0.25
216	1255	0.2
216	8	0.45
216	133	0.25
216	999	0.2
216	100	0.3333333333333333
216	5	0.5
216	1405	0.2
216	1099	0.25
216	318	0.3333333333333333
216	7	0.8333333333333333
216	289	2.0
216	45	0.3333333333333333
216	1027	0.2
216	252	0.2
216	9	0.3333333333333333
216	311	0.5
216	111	0.5
216	274	0.3333333333333333
216	1288	0.2
216	177	0.2
409	1	0.2
409	65	0.25
409	89	0.3333333333333333
409	216	0.5
409	23	1.2
409	242	1.0
409	6	1.5
409	410	0.3333333333333333
409	1503	4.483333333333333
409	39	0.2
409	2	0.6666666666666666
409	541	0.5
409	337	0.5
409	1012	0.25
409	11	0.2
409	486	0.2
409	10	0.25
409	1290	1.0
409	1291	2.0
409	726	2.0
409	114	1.0
409	37	0.3333333333333333
409	150	0.25
409	128	0.2
409	630	0.25
409	112	0.3333333333333333
409	33	0.3333333333333333
409	367	0.25
409	133	0.2
409	188	0.2
409	1461	0.25
409	52	0.3333333333333333
409	45	0.5
409	0	0.5
409	338	0.3333333333333333
242	65	0.2
242	89	0.25
242	216	0.3333333333333333
242	23	0.5
242	409	1.0
242	6	3.0
242	410	1.5
242	1503	9.466666666666667
242	39	0.5
242	0	2.7333333333333334
242	744	0.2
242	745	0.25
242	5	1.3333333333333333
242	746	0.5
242	1045	0.25
242	517	0.2
242	192	0.25
242	1	1.25
242	734	1.0
242	245	0.25
242	275	0.3333333333333333
242	765	1.0
242	408	1.0
242	155	0.2
242	53	0.2
242	50	0.25
242	317	0.3333333333333333
242	1315	1.0
242	71	0.5
242	33	0.3333333333333333
242	832	0.25
242	743	0.25
242	168	2.0
242	55	0.5
242	585	0.25
242	1346	0.2
242	413	0.7
242	170	0.25
242	353	0.3333333333333333
242	118	0.5
242	75	0.5333333333333333
242	1243	0.2
242	3	0.25
242	1332	0.2
410	216	0.2
410	23	0.25
410	409	0.3333333333333333
410	242	1.5
410	6	5.0
410	1503	7.483333333333333
410	39	1.5
410	0	0.3333333333333333
410	72	0.25
410	56	0.2
410	26	0.25
410	721	0.5
410	127	0.3333333333333333
410	2	0.45
410	122	0.2
410	5	0.2
410	746	0.25
410	1045	0.5
410	1046	0.25
410	1	0.2
410	734	0.3333333333333333
410	50	0.2
410	38	0.3333333333333333
410	1055	0.5
410	82	0.5
410	1083	0.3333333333333333
410	7	0.25
410	284	0.2
39	409	0.2
39	242	0.5
39	6	1.7333333333333332
39	410	1.5
39	1503	50.216666666666676
39	0	28.616666666666664
39	72	1.0
39	56	1.2
39	243	0.25
39	700	0.7
39	43	0.45
39	90	0.75
39	234	0.3333333333333333
39	716	0.25
39	425	0.2
39	11	0.2
39	146	0.25
39	4	2.1666666666666665
39	1009	0.5
39	1010	1.0
39	53	2.533333333333333
39	50	1.583333333333333
39	334	0.2
39	7	0.65
39	1011	0.5
39	32	1.0
39	81	0.3333333333333333
39	23	0.5833333333333333
39	721	0.25
39	127	2.5
39	2	7.65
39	122	1.2833333333333332
39	22	1.05
39	10	0.2
39	1014	0.25
39	722	0.3333333333333333
39	25	1.5833333333333333
39	342	1.2
39	13	1.5
39	212	0.3333333333333333
39	542	0.25
39	14	0.2
39	547	0.2
39	727	0.25
39	9	1.25
39	421	1.0
39	491	0.3333333333333333
39	414	0.25
39	734	0.2
39	157	0.25
39	66	0.3333333333333333
39	729	0.5
39	124	0.3333333333333333
39	171	0.25
39	556	0.2
39	215	0.2
39	698	0.25
39	699	0.3333333333333333
39	976	0.5
39	1	2.15
39	178	0.3333333333333333
39	77	0.5
39	192	0.4
39	366	0.75
39	789	0.5
39	194	0.75
39	603	0.5
39	1208	0.5
39	275	0.3333333333333333
39	297	0.75
39	456	0.2
39	1209	0.3333333333333333
39	791	0.6666666666666666
39	907	0.2
39	42	0.2
39	142	0.5333333333333333
39	799	0.5
39	541	0.25
39	17	1.15
39	97	0.25
39	1240	0.2
39	827	0.25
39	828	0.5
39	397	0.2
39	154	0.25
39	623	1.0
39	278	0.5
39	102	0.3333333333333333
39	505	0.25
39	687	0.2
39	16	0.45
39	424	0.3333333333333333
39	184	0.25
39	472	0.2
39	444	0.25
39	19	0.3333333333333333
39	1331	1.0
39	1332	0.3333333333333333
39	361	0.2
39	8	0.2
39	626	0.25
39	5	1.2333333333333334
39	100	0.75
39	196	0.25
39	108	0.25
39	1207	0.3333333333333333
39	543	0.25
39	38	0.2
39	3	1.3333333333333333
39	41	1.0
39	999	0.5
39	116	0.25
39	71	0.3333333333333333
39	94	0.2
39	529	0.3333333333333333
39	176	0.2
39	596	0.25
39	1390	1.0
39	28	0.2
39	469	0.3333333333333333
39	819	0.5
39	147	0.2
39	210	0.25
39	24	0.3333333333333333
39	139	0.5
39	162	0.2
39	837	0.25
39	857	0.5
39	1413	0.3333333333333333
39	630	0.25
39	1440	1.0
39	191	0.5
39	31	0.3333333333333333
39	34	0.2
39	1147	0.25
39	1149	1.0
39	1148	0.25
39	259	0.2
39	26	0.25
39	1472	0.3333333333333333
39	67	0.3333333333333333
39	311	0.2
39	449	0.25
39	1481	1.0
39	1364	0.3333333333333333
39	328	0.2
39	131	0.2
39	1438	0.25
39	1500	0.5
39	954	0.25
39	130	0.2
243	1503	6.683333333333334
243	39	0.25
243	0	1.7333333333333332
243	72	0.5
243	56	1.0
243	700	1.0
243	5	2.2
243	517	0.3333333333333333
243	50	0.75
243	334	0.2
243	24	0.2
243	68	0.75
243	38	0.3333333333333333
243	104	0.5
243	153	1.0
243	20	0.3333333333333333
243	3	0.45
243	67	0.2
243	210	0.25
243	16	0.3333333333333333
243	35	1.0
243	425	2.0
243	6	0.5
243	912	0.3333333333333333
243	62	0.2
243	197	0.25
243	1	1.1666666666666665
243	73	0.5
243	87	0.3333333333333333
243	154	0.2
243	100	0.25
243	23	0.3333333333333333
243	196	0.5
243	627	0.3333333333333333
243	2	0.75
243	43	0.2
243	659	0.2
243	42	0.5
243	17	1.0
243	91	0.5
243	164	0.3333333333333333
243	457	0.5
243	1480	1.0
243	11	1.0
243	53	0.3333333333333333
243	431	0.25
243	444	0.2
243	272	0.2
243	122	0.3333333333333333
243	876	1.0
243	123	1.0
243	8	0.3333333333333333
700	39	0.7
700	0	1.25
700	72	0.3333333333333333
700	56	0.5
700	243	1.0
700	5	1.0
700	517	0.5
700	50	0.3333333333333333
700	334	0.25
700	13	0.2
700	44	0.2
700	62	0.25
700	169	0.3333333333333333
700	17	0.5
700	532	1.0
700	79	1.0
700	1	1.0
700	735	0.3333333333333333
700	11	0.25
700	234	0.2
700	71	0.2
700	1503	0.5833333333333333
700	4	1.0
700	94	0.3333333333333333
700	23	0.25
700	140	0.2
517	72	0.2
517	56	0.25
517	243	0.3333333333333333
517	700	0.5
517	5	2.0
517	50	1.0
517	334	0.5
517	13	0.3333333333333333
517	52	0.25
517	14	0.2
517	0	0.6000000000000001
517	521	0.25
517	1503	2.1666666666666665
517	10	0.5
517	274	0.3333333333333333
517	8	0.25
517	67	0.2
517	15	0.5
517	1060	0.3333333333333333
517	170	1.0
517	11	2.0
517	192	2.0
517	1	0.5
517	734	0.25
517	242	0.2
517	246	0.3333333333333333
517	43	0.5
517	65	0.3333333333333333
517	707	0.25
517	168	0.2
334	243	0.2
334	700	0.25
334	5	0.5833333333333333
334	517	0.5
334	50	6.0
334	13	3.0
334	52	0.7
334	14	0.5333333333333333
334	335	0.25
334	411	0.2
334	39	0.2
334	1010	0.25
334	0	1.6666666666666665
334	53	1.5
334	60	1.5
334	57	0.6666666666666666
334	84	0.2
334	143	0.75
334	417	0.5
334	419	0.3333333333333333
334	168	0.25
334	1168	0.2
334	1503	0.7333333333333334
334	127	1.0
334	1	3.0
334	6	0.25
334	349	0.2
334	10	0.25
334	895	0.2
334	222	0.2
334	21	0.25
334	206	0.5
334	2	0.3333333333333333
334	330	0.25
52	5	1.2333333333333334
52	517	0.25
52	50	0.3333333333333333
52	334	0.7
52	13	4.5
52	14	11.333333333333334
52	335	3.0
52	411	1.6666666666666665
52	16	0.75
52	701	0.5333333333333333
52	0	3.4333333333333336
52	204	1.3333333333333333
52	59	1.25
52	45	11.0
52	6	1.0333333333333332
52	1503	14.149999999999997
52	27	2.083333333333333
52	28	1.0
52	29	0.5
52	79	0.3333333333333333
52	122	0.2
52	132	0.25
52	30	1.4166666666666665
52	7	2.4499999999999997
52	15	2.333333333333333
52	70	1.2
52	65	6.2
52	209	0.5
52	10	0.25
52	202	0.2
52	18	0.8666666666666667
52	76	0.5
52	11	1.45
52	160	0.8333333333333333
52	1177	0.2
52	741	0.2
52	1227	0.5
52	210	0.2
52	38	0.45
52	370	0.25
52	369	0.7833333333333333
52	664	0.5
52	3	4.583333333333334
52	450	0.3333333333333333
52	108	0.25
52	1261	0.2
52	233	0.2
52	1273	0.3333333333333333
52	669	0.5
52	1274	0.3333333333333333
52	8	0.25
52	133	0.2
52	912	0.2
52	964	0.5
52	112	0.25
52	797	0.2
52	157	0.3333333333333333
52	2	2.3333333333333335
52	162	0.25
52	837	0.2
52	283	0.5
52	203	1.0
52	170	0.5
52	358	0.3333333333333333
52	597	0.2
52	22	0.4
52	41	4.0
52	269	0.25
52	185	0.2
52	331	0.2
52	1	4.2
52	367	1.5
52	1178	0.5
52	9	0.5833333333333333
52	536	0.2
52	521	0.3333333333333333
52	1354	0.5
52	19	1.0
52	856	1.0
52	147	0.3333333333333333
52	123	0.25
52	119	0.2
52	77	0.5
52	89	0.2
52	164	0.3333333333333333
52	12	0.25
52	1407	0.2
52	151	0.25
52	49	0.5
52	104	0.2
52	1460	0.3333333333333333
52	188	0.5
52	1461	1.0
52	409	0.3333333333333333
52	46	0.2
52	206	0.6666666666666666
52	330	2.0
52	284	1.0
52	32	0.25
52	616	0.2
52	337	0.25
52	1494	0.2
52	91	1.0
52	100	0.3333333333333333
52	1306	0.25
52	94	0.2
52	31	0.2
52	35	0.25
52	352	0.5
52	4	2.0
52	116	0.3333333333333333
52	971	0.2
52	23	0.5
52	1152	0.25
52	415	0.2
52	245	0.3333333333333333
52	275	0.5
52	140	0.5
52	1501	0.8333333333333333
52	557	0.7
52	161	0.2
52	289	0.5
52	766	1.0
52	321	0.5
335	50	0.2
335	334	0.25
335	13	0.9166666666666665
335	52	3.0
335	14	2.0
335	411	5.0
335	16	0.5
335	701	0.3333333333333333
335	1503	2.033333333333333
335	217	0.2
335	204	0.2
335	59	0.3333333333333333
335	45	2.0
335	6	1.3333333333333333
335	34	0.2
335	157	0.2
335	2	0.25
335	162	0.5
335	837	0.3333333333333333
335	0	0.25
335	1	0.4
335	77	0.25
335	65	1.0
335	3	0.5
335	89	0.3333333333333333
335	200	0.25
335	315	0.2
335	164	0.2
335	367	0.5
335	41	2.0
335	12	0.5
335	1407	0.5833333333333333
335	7	0.45
335	1408	0.2
411	334	0.2
411	13	0.45
411	52	1.6666666666666665
411	14	0.5
411	335	5.0
411	16	1.0
411	701	0.5
411	1503	1.5666666666666664
411	217	0.25
411	215	0.2
411	59	0.25
411	45	1.0
411	6	2.5
411	34	0.25
411	77	0.2
411	65	0.75
411	3	1.0
411	89	0.5
411	200	0.3333333333333333
411	315	0.25
411	367	0.4
411	41	1.0
411	12	1.0
411	1407	0.8333333333333333
411	7	0.5833333333333333
411	1408	0.45
411	277	0.2
701	52	0.5333333333333333
701	14	0.25
701	335	0.3333333333333333
701	411	0.5
701	16	3.0
701	1503	3.2833333333333337
701	217	0.5
701	215	0.3333333333333333
701	518	0.25
701	702	0.2
701	983	0.2
701	948	0.25
701	3	0.5833333333333333
701	338	0.5
701	157	0.25
701	0	0.2
701	41	0.5
701	269	1.0
701	185	0.5
701	66	0.3333333333333333
701	634	0.2
217	335	0.2
217	411	0.25
217	16	1.6666666666666665
217	701	0.5
217	1503	14.816666666666668
217	215	1.0
217	518	0.5
217	702	0.3333333333333333
217	412	1.0833333333333333
217	48	0.4
217	1	0.5333333333333333
217	1162	0.3333333333333333
217	1163	0.5
217	36	0.5
217	508	1.0
217	17	0.25
217	244	0.25
217	605	0.5
217	572	0.3333333333333333
217	132	0.25
217	118	0.7
217	2	0.45
217	1244	1.0
217	10	2.0
217	15	0.5333333333333333
217	1136	0.25
217	3	0.2
217	464	0.5333333333333333
217	6	0.25
217	13	0.5
217	466	0.2
217	99	0.2
217	8	0.25
217	832	0.3333333333333333
217	287	1.0
217	109	0.5
217	149	0.25
217	1340	0.2
217	53	0.25
217	104	0.3333333333333333
217	135	0.5
217	368	1.0
217	1232	0.5
217	363	0.25
217	73	0.2
217	35	0.25
217	295	0.2
217	906	0.2
217	867	0.25
217	4	0.3333333333333333
217	388	0.5
217	660	1.0
217	256	0.3333333333333333
217	619	0.25
217	126	0.2
518	16	0.2
518	701	0.25
518	1503	4.449999999999999
518	217	0.5
518	215	3.0
518	702	3.0
518	412	1.0
518	48	0.3333333333333333
518	8	0.25
518	209	0.2
518	78	0.6666666666666666
518	12	1.0
518	978	0.5
518	167	0.3333333333333333
518	120	0.25
518	0	0.2
518	857	0.2
518	363	0.3333333333333333
518	116	0.25
518	290	0.2
518	3	0.2
518	9	0.5
518	40	0.25
518	291	0.2
702	701	0.2
702	1503	0.8500000000000001
702	217	0.3333333333333333
702	215	1.5
702	518	3.0
702	412	2.0
702	48	0.5
702	8	0.3333333333333333
702	209	0.25
702	78	0.5
702	12	0.6666666666666666
702	978	1.0
702	167	0.5
702	120	0.3333333333333333
702	0	0.25
702	213	0.2
702	363	0.5
702	116	0.3333333333333333
702	290	0.25
702	21	0.2
412	1503	2.2333333333333334
412	217	1.0833333333333333
412	215	0.6666666666666666
412	518	1.0
412	702	2.0
412	48	1.2
412	8	0.5
412	209	0.3333333333333333
412	156	0.2
412	1	0.45
412	605	0.25
412	572	1.0
412	132	0.5
412	118	0.3333333333333333
412	1219	0.2
412	135	0.2
412	368	0.5
412	1232	1.0
412	363	2.0
412	15	0.5
412	22	0.3333333333333333
412	3	0.25
412	248	0.2
412	241	0.25
412	500	0.3333333333333333
412	106	0.5
412	1135	1.0
412	11	1.0
412	10	0.5
412	117	0.3333333333333333
412	25	0.25
412	78	0.2
412	12	0.25
412	116	0.5
412	290	0.3333333333333333
412	21	0.25
412	20	0.2
244	1503	3.3833333333333337
244	156	0.25
244	9	2.75
244	0	5.15
244	1	7.7
244	703	1.5
244	5	0.8333333333333333
244	88	0.25
244	7	0.2
244	465	0.2
244	49	1.6166666666666665
244	48	4.0
244	605	2.0
244	217	0.25
244	258	0.3333333333333333
244	29	1.0
244	238	1.0
244	4	0.25
244	308	0.2
244	245	0.3333333333333333
244	393	0.25
244	35	0.2
244	848	0.3333333333333333
244	1389	0.25
244	170	0.2
244	513	0.3333333333333333
244	272	0.25
244	1403	0.2
244	10	0.3333333333333333
244	274	0.25
244	8	0.2
244	1412	0.2
244	54	0.3333333333333333
703	1503	2.15
703	9	0.5
703	0	0.6666666666666666
703	244	1.5
703	1	3.0
703	5	1.25
703	88	0.5
703	7	0.3333333333333333
703	49	0.5333333333333333
703	848	1.0
703	1389	0.5
703	170	0.3333333333333333
703	20	0.25
703	166	0.2
703	54	0.2
703	48	0.3333333333333333
703	15	0.25
703	22	0.2
119	1503	11.583333333333336
119	82	0.5
119	2	2.416666666666667
119	210	1.25
119	0	10.266666666666666
119	46	0.3333333333333333
119	977	0.25
119	3	0.5
119	413	1.0
119	92	0.5
119	398	0.3333333333333333
119	4	0.25
119	18	0.65
119	165	0.8333333333333333
119	691	0.5
119	339	1.0
119	7	5.25
119	1	1.6666666666666665
119	65	0.5833333333333333
119	246	0.25
119	707	0.2
119	994	0.2
119	992	0.3333333333333333
119	9	0.2
119	121	0.25
119	77	0.8333333333333333
119	1003	1.0
119	424	1.0
119	152	0.25
119	8	1.25
119	97	0.3333333333333333
119	1083	0.3333333333333333
119	284	1.0
119	356	0.5
119	58	0.3333333333333333
119	28	0.25
119	71	0.2
119	27	0.25
119	15	0.75
119	571	1.0
119	1061	0.5
119	133	0.8333333333333333
119	218	0.45
119	1088	0.5
119	19	1.0
119	760	0.5
119	751	0.3333333333333333
119	1089	0.2
119	23	0.2
119	160	0.25
119	1178	1.0
119	75	0.5
119	159	0.3333333333333333
119	43	0.2
119	1312	0.2
119	1313	0.3333333333333333
119	128	0.5
119	196	1.0
119	162	0.5
119	215	0.3333333333333333
119	5	0.8999999999999999
119	1334	1.0
119	1335	0.5
119	626	0.2
119	1265	0.5
119	579	0.5
119	220	0.3333333333333333
119	461	0.2
119	127	0.25
119	50	0.3333333333333333
119	194	0.5
119	22	1.0
119	52	0.2
119	993	0.3333333333333333
119	1274	1.0
119	830	0.5
119	632	0.2
977	210	0.2
977	119	0.25
977	0	1.2333333333333332
977	1503	2.95
977	46	1.0
977	519	0.3333333333333333
977	169	0.25
977	104	0.3333333333333333
977	40	0.5
977	784	1.0
977	113	0.5
977	70	0.3333333333333333
977	1397	0.25
519	1503	4.4333333333333345
519	46	0.25
519	977	0.3333333333333333
519	0	2.0
519	78	0.3333333333333333
519	12	0.25
519	215	0.2
519	282	0.2
519	8	0.25
519	779	0.3333333333333333
519	4	1.0
519	3	1.0
519	32	0.5
519	283	0.25
519	47	0.2
519	89	0.25
519	216	0.3333333333333333
519	781	1.0
519	1255	0.5
519	99	0.3333333333333333
519	35	0.25
519	48	0.2
519	19	0.25
519	73	0.3333333333333333
519	197	1.0
519	697	1.0
519	221	0.5
519	139	0.3333333333333333
519	10	0.25
519	33	0.2
978	78	0.2
978	12	0.25
978	215	0.3333333333333333
978	518	0.5
978	702	1.0
978	167	1.0
978	120	0.5
978	0	0.3333333333333333
978	213	0.25
978	121	0.2
978	511	0.2
978	1503	1.5833333333333333
978	554	0.5
978	45	1.0
978	566	0.5
978	21	0.3333333333333333
978	950	0.25
978	249	0.2
167	12	0.4
167	215	0.25
167	518	0.3333333333333333
167	702	0.5
167	978	1.0
167	120	11.0
167	0	6.0
167	213	1.3333333333333333
167	121	0.25
167	69	0.2
167	4	0.5333333333333333
167	531	0.25
167	11	0.3333333333333333
167	1503	5.65
167	1001	1.0
167	3	0.5333333333333333
167	5	0.2
167	84	0.25
167	85	0.3333333333333333
167	16	1.0
167	718	1.0
167	538	0.6666666666666666
167	6	0.2
167	34	0.6666666666666666
167	546	0.5
167	208	1.0
